stimulus_name,speech_rate,pitch_mean,pitch_sd,FL_ratio,AL_ratio,combined_ratio
CVC1-L2_B1_4_L1_4-int-dur-rate,4.846022249068687,6.828945324910004,1.3803431644572879,1.0932151824113485,1.6803043371876016,1.6521132922223933
CVC1-L2_B1_4_L1_4-dur,3.7432129755466685,6.362804239823198,1.6361940225430691,1.093215182411349,1.680304337187602,1.6521132922223942
CVC1-L2_B1_4_L1_4-dur-rate,4.846022249068687,6.587340104913661,1.5499534501957188,1.0932151824113485,1.6803043371876016,1.6521132922223933
CVC1-L2_B1_4_L1_4-rate,4.846022249068687,6.6160186869342335,1.5501377520454858,1.086866595588951,1.2094922773666248,1.1199099672603037
CVC1-L2_C1_4_C1_5-int-dur-rate,4.404145077720208,5.894017048324306,1.35203367232786,1.417604283965659,1.6009305893989223,1.542939637075397
CVC1-L2_C1_4_L1_4-int,2.890152196453865,5.687510083021402,1.289040803614041,1.672915401346207,1.6073180829744045,1.539511148766953
CVC1-L2_C1_4_L1_4-int-dur,2.890152196453865,5.688866081619229,1.2903975586843557,1.0932151824113479,1.6803043371876023,1.652113292222394
CVC1-L2_C1_4_L1_4-int-rate,4.846022249068687,5.872278721941618,1.2529412947640926,1.672915401346208,1.6073180829744038,1.5395111487669528
CVC1-L2_C1_4_L1_4-int-dur-rate,4.846022249068687,5.875875639210275,1.2532308293783372,1.0932151824113485,1.6803043371876016,1.6521132922223933
CVC1-L2_C1_4_L1_4-dur,2.890152196453865,5.358217782809129,1.3902152548304347,1.0932151824113479,1.6803043371876023,1.652113292222394
CVC1-L2_C1_4_L1_4-dur-rate,4.846022249068687,5.49041206450489,1.4920347532350706,1.0932151824113485,1.6803043371876016,1.6521132922223933
CVC1-L2_C1_4_L1_4-rate,4.846022249068687,5.483648435642561,1.4846162217089507,1.672915401346208,1.6073180829744038,1.5395111487669528
CVC1-L2_B1_5_B1_4-int-dur-rate,3.7432129755466685,6.201053287011541,1.4920423882649338,1.086866595588951,1.2094922773666248,1.1199099672603041
CVC1-L2_B1_5_L1_4-int,3.347167636590528,6.301402814581702,1.3926124371475324,1.479335857997757,1.6599386313014097,1.6586822817190023
CVC1-L2_B1_5_L1_4-int-dur,3.347167636590528,6.2807508968605035,1.3818854490206554,1.0932151824113492,1.680304337187602,1.6521132922223944
CVC1-L2_B1_5_L1_4-int-rate,4.846022249068687,6.4981487126590665,1.346670720206239,1.479335857997757,1.6599386313014106,1.6586822817190028
CVC1-L2_B1_5_L1_4-int-dur-rate,4.846022249068687,6.5018085001866215,1.3419788845296976,1.0932151824113485,1.6803043371876016,1.6521132922223933
CVC1-L2_B1_5_L1_4-dur,3.347167636590528,5.979830195575364,1.2847976534591472,1.0932151824113492,1.680304337187602,1.6521132922223944
CVC1-L2_B1_5_L1_4-dur-rate,4.846022249068687,6.078805759809898,1.2461249293039918,1.0932151824113485,1.6803043371876016,1.6521132922223933
CVC1-L2_B1_5_L1_4-rate,4.846022249068687,6.078805759809898,1.2461249293039918,1.479335857997757,1.6599386313014106,1.6586822817190028
CVC1-L2_C1_5_C1_4-int-dur-rate,2.890152196453865,5.014534775456977,0.9650335628857649,1.672915401346207,1.6073180829744045,1.539511148766953
CVC1-L2_C1_5_L1_4-int,4.404145077720208,5.482839656189735,1.2561048156354169,1.417604283965659,1.6009305893989223,1.542939637075397
CVC1-L2_C1_5_L1_4-int-dur,4.404145077720208,5.476648525072419,1.2645116244358714,1.093215182411349,1.6803043371876023,1.6521132922223938
CVC1-L2_C1_5_L1_4-int-rate,4.846022249068687,5.501156999765019,1.2723540865702503,1.417604283965658,1.6009305893989219,1.542939637075396
CVC1-L2_C1_5_L1_4-int-dur-rate,4.846022249068687,5.4964450475106155,1.2719856191620806,1.0932151824113485,1.6803043371876016,1.6521132922223933
CVC1-L2_C1_5_L1_4-dur,4.404145077720208,5.366594769306995,1.3711478786972375,1.093215182411349,1.6803043371876023,1.6521132922223938
CVC1-L2_C1_5_L1_4-dur-rate,4.846022249068687,5.514970491851535,1.2900968274819318,1.0932151824113485,1.6803043371876016,1.6521132922223933
CVC1-L2_C1_5_L1_4-rate,4.846022249068687,5.521241824635671,1.2882698835203064,1.417604283965658,1.6009305893989219,1.542939637075396
CVC1-L1_4,4.846022249068687,4.793844568815176,1.1487143041793344,1.0932151824113485,1.6803043371876016,1.6521132922223933
CVC2-L2_B1_4_B1_5-int-dur-rate,3.0011342458434513,5.895997310167357,1.5490848356834914,1.2846910044701965,1.5002089142926252,1.3685314343502883
CVC2-L2_B1_4_L1_4-int,3.2626364062436357,6.192228314062571,2.0695656615911058,1.342992805108047,1.2923408297977983,1.235698808625765
CVC2-L2_B1_4_L1_4-int-dur,3.2626364062436357,6.052965060113171,2.119305455534571,1.451101549582371,1.3947184161762092,1.2801621155067224
CVC2-L2_B1_4_L1_4-int-rate,3.872887944764872,6.316839969900895,2.0431069890121925,1.3429928051080473,1.2923408297977983,1.235698808625765
CVC2-L2_B1_4_L1_4-int-dur-rate,3.872887944764872,6.163410371305431,2.1298818910337407,1.4511015495823723,1.3947184161762092,1.2801621155067224
CVC2-L2_B1_4_L1_4-dur,3.2626364062436357,5.92587662611123,1.349125276685736,1.451101549582371,1.3947184161762092,1.2801621155067224
CVC2-L2_B1_4_L1_4-dur-rate,3.872887944764872,6.003016058629984,1.3611373487838536,1.4511015495823723,1.3947184161762092,1.2801621155067224
CVC2-L2_B1_4_L1_4-rate,3.872887944764872,6.0267205078383785,1.3505429732581906,1.3429928051080473,1.2923408297977983,1.235698808625765
CVC2-L2_C1_4_C1_5-int-dur-rate,3.652418506470751,5.203643759263802,1.6174599948145263,1.1542097727315301,1.1209324693968747,1.0852424573182444
CVC2-L2_C1_4_L1_4-int,2.6875654374996825,5.269823342428798,1.8512906695284939,1.2210350949671331,1.3852967722387421,1.635749273410259
CVC2-L2_C1_4_L1_4-int-dur,2.6875654374996825,5.085646584980454,1.9506181280444832,1.4511015495823727,1.3947184161762092,1.2801621155067227
CVC2-L2_C1_4_L1_4-int-rate,3.872887944764872,5.617103092712217,1.7985992536741597,1.2210350949671334,1.3852967722387426,1.6357492734102592
CVC2-L2_C1_4_L1_4-int-dur-rate,3.872887944764872,5.325882046108302,1.956175824420083,1.4511015495823723,1.3947184161762092,1.2801621155067224
CVC2-L2_C1_4_L1_4-dur,2.6875654374996825,5.112866850032413,1.056747580685691,1.4511015495823727,1.3947184161762092,1.2801621155067227
CVC2-L2_C1_4_L1_4-dur-rate,3.872887944764872,5.150643956997264,0.9617075827697417,1.4511015495823723,1.3947184161762092,1.2801621155067224
CVC2-L2_C1_4_L1_4-rate,3.872887944764872,5.253040235046662,1.076260431391221,1.2210350949671334,1.3852967722387426,1.6357492734102592
CVC2-L2_B1_5_B1_4-int-dur-rate,3.2626364062436357,6.192725705996728,1.3660780267504802,1.342992805108047,1.2923408297977983,1.235698808625765
CVC2-L2_B1_5_L1_4-int,3.0011342458434513,6.382323926821572,2.1172236994992892,1.2846910044701965,1.5002089142926252,1.3685314343502883
CVC2-L2_B1_5_L1_4-int-dur,3.0011342458434513,6.215321590549314,2.2795777857128776,1.4511015495823718,1.3947184161762092,1.280162115506722
CVC2-L2_B1_5_L1_4-int-rate,3.872887944764872,6.606849346329699,2.12656811845311,1.2846910044701967,1.5002089142926247,1.3685314343502883
CVC2-L2_B1_5_L1_4-int-dur-rate,3.872887944764872,6.268075256700898,2.2525314428342944,1.4511015495823723,1.3947184161762092,1.2801621155067224
CVC2-L2_B1_5_L1_4-dur,3.0011342458434513,6.124788614560694,1.739515366408484,1.4511015495823718,1.3947184161762092,1.280162115506722
CVC2-L2_B1_5_L1_4-dur-rate,3.872887944764872,6.1233970446154045,1.7303828319534156,1.4511015495823723,1.3947184161762092,1.2801621155067224
CVC2-L2_B1_5_L1_4-rate,3.872887944764872,6.101788897930241,1.6375149278543244,1.2846910044701967,1.5002089142926247,1.3685314343502883
CVC2-L2_C1_5_C1_4-int-dur-rate,2.6875654374996825,5.638669317971202,1.1962044842047834,1.2210350949671331,1.3852967722387421,1.635749273410259
CVC2-L2_C1_5_L1_4-int,3.652418506470751,5.703773092978599,1.9513418202073163,1.1542097727315301,1.1209324693968747,1.0852424573182444
CVC2-L2_C1_5_L1_4-int-dur,3.65241850647075,5.452331713608106,2.2232041496872688,1.451101549582373,1.3947184161762083,1.2801621155067224
CVC2-L2_C1_5_L1_4-int-rate,3.872887944764872,5.769890019729031,1.9112127500200107,1.154209772731531,1.120932469396874,1.0852424573182442
CVC2-L2_C1_5_L1_4-int-dur-rate,3.872887944764872,5.449233962568337,2.1920240157261928,1.4511015495823723,1.3947184161762092,1.2801621155067224
CVC2-L2_C1_5_L1_4-dur,3.65241850647075,5.3169234971340735,1.8307476525480884,1.451101549582373,1.3947184161762083,1.2801621155067224
CVC2-L2_C1_5_L1_4-dur-rate,3.872887944764872,5.299220136185018,1.8087405672929935,1.4511015495823723,1.3947184161762092,1.2801621155067224
CVC2-L2_C1_5_L1_4-rate,3.872887944764872,5.552910785527567,1.6078705667457798,1.154209772731531,1.120932469396874,1.0852424573182442
